Date,Close Price,High Price,Low Price,Open Price,Total Traded Quantity,Symbol,Prev Close,Average Price,SMA_10,SMA_50,SMA_200,EMA_10,EMA_50,EMA_200,MACD,MACD_Signal,RSI,Upper_BB,Lower_BB,ATR,ADX,Stochastic,CCI,Lag_10,Lag_50,Lag_200
2006-03-29,95.77369689941406,97.30101271480068,95.53935184497436,96.2604003089844,328068.0,ABB.NS,96.2325439453125,96.20468715306303,97.42817001342772,85.08848770141601,62.54942771911621,96.53172657100478,86.04067363178285,66.95524270072255,3.863653569880114,4.565005517613573,64.36229830983227,103.96850291594154,85.8077040542733,2.8727051247886126,50.24939547845065,44.42197645179319,20.63776640162667,97.32887268066406,65.48297119140625,43.65476608276367
2006-03-30,94.5708465576172,96.85035536499424,93.83504867990338,96.67992447818948,1085972.0,ABB.NS,95.77369689941406,95.08541686750492,97.05535583496096,85.65644729614257,62.80823614120484,96.17520293220704,86.37519021710969,67.23002482865185,3.4507368801369864,4.342151790118256,58.9542605478266,102.87190628502717,88.01390075232635,2.882890950524488,48.39220834129593,9.472556145753996,-9.996483127281858,98.29898834228516,66.17286682128906,42.80916213989258
2006-03-31,95.96704864501952,98.0286003342478,94.71995829682558,95.30990756893571,948941.0,ABB.NS,94.5708465576172,96.23853575869764,96.89557647705078,86.24905334472656,63.0743696975708,96.13735669817292,86.75134152800811,67.5159653641381,3.199279960613808,4.113577424217366,62.85567438314408,102.07683299129005,89.76829869205957,2.923952580960638,47.08318423884186,29.301611419850165,4.381480183698721,97.5648422241211,66.33674621582031,42.74033737182617
2006-04-03,100.5703125,101.56995417752393,96.35871925224906,97.27641970088534,820584.0,ABB.NS,95.96704864501952,99.499661976591,97.1836685180664,86.90966735839844,63.36245441436768,96.94334866214147,87.2932619582823,67.84486434061434,3.333022454141229,3.9574664302021394,72.22825805590435,101.79390708008071,91.32781380614976,3.1153063632137648,46.86211865149526,87.07622636331575,91.99801318724732,97.68939208984376,67.53961181640625,42.953369140625
2006-04-04,101.58797454833984,103.33980216243478,100.78334616281472,102.38932528492565,683448.0,ABB.NS,100.5703125,101.9037076245298,97.53583679199218,87.56389053344726,63.65343969345093,97.78782609599573,87.85383892259829,68.18061668098971,3.4810043152722585,3.862174007216163,73.80208156099386,101.60846619020062,92.76853957762164,3.09060517030098,47.04403172502557,81.56893161601103,177.94902532062318,98.06629180908205,68.87681579589844,43.39091873168945
2006-04-05,104.34600067138672,104.81468381944684,101.6027255259903,101.9386707757891,861714.0,ABB.NS,101.58797454833984,103.58780333894128,98.20756072998049,88.17465408325195,63.96046834945679,98.98022147333953,88.50059036372724,68.54047124805834,3.777288434916855,3.845196892756302,77.52021182205543,102.50668977752534,93.14493833526764,3.100326891787124,47.501721606951854,95.73134132324536,250.47193599677377,97.6287612915039,73.80782318115234,42.94026947021485
2006-04-07,101.66829681396484,106.45345174013572,98.32523884473196,104.22475331313224,799661.0,ABB.NS,104.34600067138672,102.14899579961084,98.63232803344728,88.70934722900391,64.25638637542724,99.46896244436232,89.0169710088346,68.87010135319174,3.752767839916245,3.8267110821882895,67.5033437628424,102.73364633273631,93.74899374294728,3.45946160633117,46.1670937901132,62.07796736774418,159.82608232722475,97.42062377929688,74.93363952636719,42.48469161987305
2006-04-10,104.3624038696289,104.8802449409132,99.63623303815844,101.733839176424,560230.0,ABB.NS,101.66829681396484,102.95962728290016,99.2607925415039,89.16914901733398,64.56638946533204,100.35867906713808,89.61875268965007,69.22325859216127,3.905704485425545,3.842509762835741,71.49437041846855,103.78337846508155,93.4645600725161,3.5869294846471407,44.92779653162017,83.42858553078815,161.61886183228776,98.0777587890625,81.372314453125,42.36178588867188
2006-04-12,102.24020385742188,106.45343584613173,101.02097348231187,104.91300963179197,555400.0,ABB.NS,104.3624038696289,103.23820439528848,99.73193283081056,89.56657958984376,64.8667074584961,100.7007744835533,90.11371155897444,69.55178541072108,3.811724882096641,3.8363527866879217,64.74858699047738,104.17476774977838,93.38748353195987,3.718753261730906,44.19413969364705,66.61029242288076,144.64828334751505,97.52880096435548,82.3686752319336,42.176605224609375
2006-04-13,96.11125946044922,102.25822852406507,92.75345953417876,102.12712944934547,1190901.0,ABB.NS,102.24020385742188,97.04098250623105,99.7198043823242,89.82111068725585,65.13366859436036,99.86631720662528,90.34890951589502,69.81605878435022,3.2057370371990004,3.710229636790138,50.058550618541766,104.1697802502616,93.13371172361536,4.132040099456292,41.61167887722322,24.50950245658124,-59.10666617295139,96.2325439453125,83.38470458984375,42.719032287597656
2006-04-17,97.78279113769533,98.1613458253246,95.2443621618552,96.68646574860011,473052.0,ABB.NS,96.11125946044922,97.06283304162504,99.92071380615236,90.14597717285156,65.40936428070069,99.48749428500165,90.64043428537738,70.09433472816461,2.8277691781313194,3.533737545058375,53.17852669866425,104.17422912937094,93.17465469020912,4.045250354028657,39.2136795476868,36.71047054559447,-56.19236152168822,95.77369689941406,81.53946685791016,42.643653869628906
2006-04-18,101.31430053710938,102.19266910243785,97.99746454675464,98.16461775008594,792469.0,ABB.NS,97.78279113769533,100.50147806210062,100.59505920410156,90.51436904907229,65.70102142333984,99.81964087629396,91.05901727564138,70.40498115412426,2.7811310733662395,3.383216250719948,59.0055367274723,104.43968131700495,93.21073372205753,4.071295183365362,37.01180050740873,62.487926082237,49.57061989252477,94.5708465576172,82.89470672607422,42.982872009277344
2006-04-19,100.6588134765625,103.17593796617308,99.30847705134642,101.76661073936788,520025.0,ABB.NS,101.31430053710938,101.04774283136068,101.06423568725586,90.90694869995116,65.98878660202027,99.97221771270642,91.43547987175592,70.70601431156146,2.6606078802062143,3.2386945766172013,57.57331465039976,104.61739732090189,93.34241484340475,4.056735592755455,35.218506225146136,57.70334627596631,59.214854106396366,95.96704864501952,81.02983093261719,43.10577774047852
2006-04-20,102.21726989746094,103.04484194130517,99.68867356017768,101.60273817865308,484827.0,ABB.NS,100.6588134765625,101.65026179964792,101.22893142700195,91.33921905517576,66.2865563583374,100.38040901902542,91.85829516688162,71.01955914326196,2.6601818692242034,3.122992035138602,60.05579921994636,104.98032026295776,93.43227968211062,4.006695077639172,33.553304391616585,69.07894706076674,68.72578750467486,100.5703125,80.60375213623047,42.6633186340332
2006-04-21,102.17301940917967,103.56924293572496,100.65225897986328,101.63551246290552,425435.0,ABB.NS,102.21726989746094,102.13150710825596,101.28743591308594,91.79449768066408,66.58281024932862,100.70633818087164,92.26279415677568,71.32954382252481,2.626002683558056,3.0235941648224927,59.94854011856639,105.29984654911117,93.52342615596696,3.92885856894078,32.15304904277495,68.75595061218465,73.86731353561646,101.58797454833984,79.40908813476562,42.9222412109375
2006-04-24,102.64659881591795,103.4053469419462,101.07995160530274,102.84816732388806,235994.0,ABB.NS,102.17301940917967,102.37729912105564,101.11749572753904,92.2798306274414,66.88132555007934,101.05911284178916,92.6700021826244,71.64115631002126,2.607076576994672,2.940290647256929,60.75634792386619,105.65222773007392,93.6728287274456,3.814325480919543,30.8528119331363,72.21273656956907,72.56644533256718,104.34600067138672,78.37995147705078,42.94353866577149
2006-04-25,99.51497650146484,107.0106379049044,98.6529959253804,107.0106379049044,764045.0,ABB.NS,102.64659881591795,101.72620344391652,100.90216369628908,92.66480667114256,67.16117561340332,100.778360779912,92.93843254806912,71.91850775471225,2.3127221313604736,2.8147769440776376,53.12578914990861,105.66908999811464,93.86540173162167,4.138848087962719,30.60505419920551,47.42535157706627,50.20842642487214,101.66829681396484,80.26617431640625,43.54496383666992
2006-04-26,101.12257385253906,102.15990159032326,99.50512288242643,100.4555998050157,570667.0,ABB.NS,99.51497650146484,100.92919944176292,100.57818069458008,93.0813444519043,67.44862119674683,100.8409449749351,93.25937926589148,72.2090954770787,2.183988127814132,2.6886191808249364,56.16904326635449,105.79618336539914,94.04278987068484,4.032843132243727,30.374993446269777,58.701056413411095,25.815072983680363,104.3624038696289,80.29568481445312,43.63345718383789
2006-04-27,99.55593872070312,102.71709394613109,98.65625836231672,102.71709394613109,937904.0,ABB.NS,101.12257385253906,100.30976367638364,100.3097541809082,93.48241271972655,67.7280943107605,100.60730747416564,93.50630316608016,72.4812033700501,1.933265657221796,2.537548476104309,52.58601856544332,105.79819840419732,94.24348860752144,4.034842593070201,29.78932328307443,47.71266101637573,5.946383693191415,102.24020385742188,79.50252532958984,43.66131591796875
2006-04-28,101.41262817382812,102.5532018147762,88.49597133302292,97.9646929450386,707064.0,ABB.NS,99.55593872070312,97.48726710720908,100.83989105224607,93.87958068847657,68.0028149986267,100.75372941955882,93.81635512716834,72.76907824371953,1.862911134844936,2.402621007852434,56.15564336148368,105.81398424392732,94.745711190643,4.75072744226185,29.089566701443403,69.76445830475791,-79.17272065043444,96.11125946044922,81.55422973632812,46.46849060058594
2006-05-02,103.86914825439452,104.8802550088984,101.79940193784698,103.50370407624683,521490.0,ABB.NS,101.41262817382812,103.51626840037996,101.448526763916,94.32571533203124,68.27785533905029,101.32016920771076,94.2105823086282,73.07853167666157,1.9825220296108768,2.318601212204123,60.40322462013755,106.0219267592368,95.34731381083158,4.659077398891022,27.767386371381267,83.0324265451212,95.27331596877112,97.78279113769533,81.56241607666016,48.86108016967773
2006-05-03,107.21874237060548,108.46911044712004,103.30703333112804,104.8474664744604,1221495.0,ABB.NS,103.86914825439452,106.33162871628453,102.0389709472656,94.84100463867188,68.57269174575805,102.3926370555098,94.72070623262732,73.41823526565604,2.320845514500036,2.319050072663305,65.33472622175239,106.60383379419686,96.03019635717034,4.695005950112521,25.93887873293256,93.73975182683203,178.08869246597567,101.31430053710938,81.45427703857422,48.251461029052734
2006-05-04,106.69760131835938,109.14098514179987,104.88022085459237,108.9771095922919,715684.0,ABB.NS,107.21874237060548,106.9062691049172,102.64284973144532,95.35934219360352,68.86201362609863,103.17535783057336,95.1903883928521,73.7493732363297,2.5178928843679387,2.358818635004232,63.999232326749,107.03666127415276,96.67042414454842,4.663988688476449,24.39970060949026,88.16477505865495,184.93853375495536,100.6588134765625,80.78072357177734,48.83322525024414
2006-05-05,106.23711395263672,107.8299823901165,105.4734562214616,106.55175446162492,271732.0,ABB.NS,106.69760131835938,106.51351752140494,103.04483413696288,95.89901626586914,69.1432236289978,103.7320407618576,95.62359331676522,74.0726343379845,2.6068467559803707,2.40842425919946,62.778126512023,107.61934528388024,96.6544202800846,4.499169937060624,22.97046378057956,85.93427344704118,151.30416045410095,102.21726989746094,79.25341033935547,49.995113372802734
2006-05-08,105.85856628417967,107.66611394876884,105.24403464502156,105.24403464502156,191968.0,ABB.NS,106.23711395263672,106.25623829265668,103.41338882446288,96.43950988769532,69.42903043746948,104.11868176591616,96.02496480568344,74.3889122677974,2.616634770090627,2.4500663613776936,61.73532934192124,108.05873446158652,96.6420902759623,4.350806320395385,21.57684252366833,84.10067007935484,123.27162839914511,102.17301940917967,78.8338851928711,48.69720458984375
2006-05-09,107.35640716552734,107.62352182816517,104.74914716113187,105.8634997905056,256141.0,ABB.NS,105.85856628417967,106.5763587182748,103.88436965942384,97.0055355834961,69.72485836029053,104.7073591113,96.46933509430475,74.71694704289918,2.713970124727922,2.5028471140477397,64.26473392259376,108.5597970993752,96.4420682875877,4.245346916583808,20.132828387697423,91.35588867703328,119.51654477540929,102.64659881591795,79.05512237548828,48.19082260131836
2006-05-10,106.48458099365234,108.12497562049823,106.1584686578756,108.12497562049823,278358.0,ABB.NS,107.35640716552734,106.9226750906754,104.58133010864258,97.53006774902344,70.01713006973267,105.03049036263678,96.86208983545563,75.03304290310568,2.689754196562234,2.540228530550638,61.707857747508456,109.0276920350875,96.45580176984414,4.0825726341580095,18.944569557774653,87.13295048987473,111.27344157589113,99.51497650146484,80.25797271728516,48.03023910522461
2006-05-11,106.32233428955078,108.05941252300248,104.76551986605403,104.76551986605403,153950.0,ABB.NS,106.48458099365234,106.38242222620244,105.10130615234377,98.08311431884766,70.30348588943481,105.26537107662114,97.2330798140476,75.34437913580663,2.627186376771192,2.5576200997947494,61.219701496747575,109.28284115235664,96.39664569456718,4.026238350071612,17.791456311135104,86.34706240278328,86.79734013087871,101.12257385253906,78.67000579833984,49.05117034912109
2006-05-12,105.31591033935548,107.66999448740218,104.59655662793448,105.4936720303922,227359.0,ABB.NS,106.32233428955078,105.86082048489736,105.67730331420898,98.57588302612304,70.58112236022949,105.27456003348192,97.55005356013812,75.64260332688671,2.4679420276114,2.53968448535808,58.14689859693108,109.51835055518538,96.46870693993182,3.958181172171333,16.77546331884361,81.47216156950105,67.72296613657174,99.55593872070312,80.67747497558594,49.78861618041992
2006-05-15,99.62257385253906,105.9588410429378,98.01774143173348,105.32754096721736,348589.0,ABB.NS,105.31591033935548,101.1997187757368,105.49829788208008,98.9206005859375,70.83184898376464,104.24692618240138,97.63132886572248,75.88120999878376,1.8608839485223712,2.403924377990938,44.5302746805331,109.10622741215214,97.23196152217405,4.242675346387975,17.543814514019484,53.89486595928463,-45.681167187088114,101.41262817382812,82.3866958618164,49.47724914550781
2006-05-16,97.46287536621094,100.34359955890528,88.08639643667885,100.17746756352408,856388.0,ABB.NS,99.62257385253906,95.29762378726502,104.85767059326172,99.200623626709,71.07168695449829,103.01346239763949,97.62472284613378,76.09595293776313,1.191778349773756,2.161495172347501,40.64222898403523,109.14961922968122,97.1565781274965,4.815141616090721,19.746784331881283,44.53413486653141,-181.35484711955684,103.86914825439452,83.46172332763672,49.49528121948242
2006-05-17,99.70066833496094,102.98177345549338,98.01775731699756,98.68228528979547,560615.0,ABB.NS,97.46287536621094,100.23339970248396,104.10586318969726,99.5251400756836,71.32592584609985,102.4111362044252,97.7061324731466,76.330825727785,0.8324821961271454,1.8956925771034303,45.91196273175681,109.20754868608624,96.93728545087666,4.865409935604417,20.986255774544183,55.16266340295307,-64.49263510697726,107.21874237060548,83.47484588623047,48.85289001464844
